timestamp,model_name,rate
2025-06-07 15:24:16,efficientnetb0,50
2025-06-07 15:24:16,resnet18,50
2025-06-07 15:24:16,vit16,100
2025-06-07 15:24:17,efficientnetb0,50
2025-06-07 15:24:17,resnet18,50
2025-06-07 15:24:17,vit16,100
2025-06-07 15:24:18,efficientnetb0,50
2025-06-07 15:24:18,resnet18,50
2025-06-07 15:24:18,vit16,100
2025-06-07 15:24:19,efficientnetb0,50
2025-06-07 15:24:19,resnet18,50
2025-06-07 15:24:19,vit16,100
2025-06-07 15:24:20,efficientnetb0,50
2025-06-07 15:24:20,resnet18,50
2025-06-07 15:24:20,vit16,100
2025-06-07 15:24:21,efficientnetb0,50
2025-06-07 15:24:21,resnet18,50
2025-06-07 15:24:21,vit16,100
2025-06-07 15:24:22,efficientnetb0,50
2025-06-07 15:24:22,resnet18,50
2025-06-07 15:24:22,vit16,100
2025-06-07 15:24:23,efficientnetb0,50
2025-06-07 15:24:23,resnet18,50
2025-06-07 15:24:23,vit16,100
2025-06-07 15:24:24,efficientnetb0,50
2025-06-07 15:24:24,resnet18,50
2025-06-07 15:24:24,vit16,100
2025-06-07 15:24:25,efficientnetb0,50
2025-06-07 15:24:25,resnet18,50
2025-06-07 15:24:25,vit16,100
2025-06-07 15:24:26,efficientnetb0,50
2025-06-07 15:24:26,resnet18,50
2025-06-07 15:24:26,vit16,100
2025-06-07 15:24:27,efficientnetb0,50
2025-06-07 15:24:27,resnet18,50
2025-06-07 15:24:27,vit16,100
2025-06-07 15:24:28,efficientnetb0,50
2025-06-07 15:24:28,resnet18,50
2025-06-07 15:24:28,vit16,100
2025-06-07 15:24:29,efficientnetb0,50
2025-06-07 15:24:29,resnet18,50
2025-06-07 15:24:29,vit16,100
2025-06-07 15:24:30,efficientnetb0,50
2025-06-07 15:24:30,resnet18,50
2025-06-07 15:24:30,vit16,100
2025-06-07 15:24:31,efficientnetb0,50
2025-06-07 15:24:31,resnet18,50
2025-06-07 15:24:31,vit16,100
2025-06-07 15:24:32,efficientnetb0,50
2025-06-07 15:24:32,resnet18,50
2025-06-07 15:24:32,vit16,100
2025-06-07 15:24:33,efficientnetb0,50
2025-06-07 15:24:33,resnet18,50
2025-06-07 15:24:33,vit16,100
2025-06-07 15:24:34,efficientnetb0,4
2025-06-07 15:24:34,resnet18,4
2025-06-07 15:24:34,vit16,8
2025-06-07 15:24:35,efficientnetb0,6
2025-06-07 15:24:35,resnet18,6
2025-06-07 15:24:35,vit16,12
2025-06-07 15:24:36,efficientnetb0,8
2025-06-07 15:24:36,resnet18,8
2025-06-07 15:24:36,vit16,16
2025-06-07 15:24:37,efficientnetb0,10
2025-06-07 15:24:37,resnet18,10
2025-06-07 15:24:37,vit16,20
2025-06-07 15:24:38,efficientnetb0,12
2025-06-07 15:24:38,resnet18,12
2025-06-07 15:24:38,vit16,24
2025-06-07 15:24:39,efficientnetb0,14
2025-06-07 15:24:39,resnet18,14
2025-06-07 15:24:39,vit16,28
2025-06-07 15:24:40,efficientnetb0,16
2025-06-07 15:24:40,resnet18,15
2025-06-07 15:24:40,vit16,30
2025-06-07 15:24:41,efficientnetb0,18
2025-06-07 15:24:41,resnet18,18
2025-06-07 15:24:41,vit16,36
2025-06-07 15:24:42,efficientnetb0,18
2025-06-07 15:24:42,resnet18,18
2025-06-07 15:24:42,vit16,36
2025-06-07 15:24:43,efficientnetb0,20
2025-06-07 15:24:43,resnet18,20
2025-06-07 15:24:43,vit16,40
2025-06-07 15:24:44,efficientnetb0,23
2025-06-07 15:24:44,resnet18,23
2025-06-07 15:24:44,vit16,46
2025-06-07 15:24:45,efficientnetb0,26
2025-06-07 15:24:45,resnet18,26
2025-06-07 15:24:45,vit16,52
2025-06-07 15:24:46,efficientnetb0,28
2025-06-07 15:24:46,resnet18,28
2025-06-07 15:24:46,vit16,56
2025-06-07 15:24:47,efficientnetb0,30
2025-06-07 15:24:47,resnet18,30
2025-06-07 15:24:47,vit16,60
2025-06-07 15:24:48,efficientnetb0,32
2025-06-07 15:24:48,resnet18,32
2025-06-07 15:24:48,vit16,64
2025-06-07 15:24:49,efficientnetb0,33
2025-06-07 15:24:49,resnet18,33
2025-06-07 15:24:49,vit16,66
2025-06-07 15:24:50,efficientnetb0,34
2025-06-07 15:24:50,resnet18,34
2025-06-07 15:24:50,vit16,68
2025-06-07 15:24:51,efficientnetb0,37
2025-06-07 15:24:51,resnet18,37
2025-06-07 15:24:51,vit16,74
2025-06-07 15:24:52,efficientnetb0,39
2025-06-07 15:24:52,resnet18,39
2025-06-07 15:24:52,vit16,78
