timestamp,model_name,rate
2025-06-07 18:26:57,efficientnetb0,2
2025-06-07 18:26:57,resnet18,2
2025-06-07 18:26:57,vit16,4
2025-06-07 18:26:58,efficientnetb0,4
2025-06-07 18:26:58,resnet18,3
2025-06-07 18:26:58,vit16,6
2025-06-07 18:26:59,efficientnetb0,6
2025-06-07 18:26:59,resnet18,6
2025-06-07 18:26:59,vit16,10
2025-06-07 18:27:00,efficientnetb0,8
2025-06-07 18:27:00,resnet18,7
2025-06-07 18:27:00,vit16,16
2025-06-07 18:27:01,efficientnetb0,10
2025-06-07 18:27:01,resnet18,10
2025-06-07 18:27:01,vit16,20
2025-06-07 18:27:02,efficientnetb0,12
2025-06-07 18:27:02,resnet18,12
2025-06-07 18:27:02,vit16,24
2025-06-07 18:27:03,efficientnetb0,14
2025-06-07 18:27:03,resnet18,14
2025-06-07 18:27:03,vit16,28
2025-06-07 18:27:04,efficientnetb0,16
2025-06-07 18:27:04,resnet18,16
2025-06-07 18:27:04,vit16,32
2025-06-07 18:27:05,efficientnetb0,18
2025-06-07 18:27:05,resnet18,18
2025-06-07 18:27:05,vit16,36
2025-06-07 18:27:06,efficientnetb0,20
2025-06-07 18:27:06,resnet18,20
2025-06-07 18:27:06,vit16,40
2025-06-07 18:27:07,efficientnetb0,23
2025-06-07 18:27:07,resnet18,23
2025-06-07 18:27:07,vit16,46
2025-06-07 18:27:08,efficientnetb0,24
2025-06-07 18:27:08,resnet18,24
2025-06-07 18:27:08,vit16,48
2025-06-07 18:27:09,efficientnetb0,27
2025-06-07 18:27:09,resnet18,27
2025-06-07 18:27:09,vit16,54
2025-06-07 18:27:10,efficientnetb0,29
2025-06-07 18:27:10,resnet18,29
2025-06-07 18:27:10,vit16,58
2025-06-07 18:27:11,efficientnetb0,29
2025-06-07 18:27:11,resnet18,29
2025-06-07 18:27:11,vit16,58
2025-06-07 18:27:12,efficientnetb0,32
2025-06-07 18:27:12,resnet18,32
2025-06-07 18:27:12,vit16,64
2025-06-07 18:27:13,efficientnetb0,34
2025-06-07 18:27:13,resnet18,34
2025-06-07 18:27:13,vit16,68
2025-06-07 18:27:14,efficientnetb0,36
2025-06-07 18:27:14,resnet18,36
2025-06-07 18:27:14,vit16,72
2025-06-07 18:27:15,efficientnetb0,38
2025-06-07 18:27:15,resnet18,38
2025-06-07 18:27:15,vit16,76
2025-06-07 18:27:16,efficientnetb0,40
2025-06-07 18:27:16,resnet18,40
2025-06-07 18:27:16,vit16,80
2025-06-07 18:27:17,efficientnetb0,42
