timestamp,model_name,violation_count
2025-06-07 21:10:59,vit16,94
2025-06-07 21:11:02,resnet18,9
2025-06-07 21:11:03,resnet18,26
2025-06-07 21:11:03,vit16,94
2025-06-07 21:11:06,resnet18,26
2025-06-07 21:11:06,vit16,60
2025-06-07 21:11:07,resnet18,1
2025-06-07 21:11:09,resnet18,26
2025-06-07 21:11:09,vit16,60
2025-06-07 21:11:10,resnet18,1
2025-06-07 21:11:12,resnet18,18
2025-06-07 21:11:12,vit16,18
2025-06-07 21:11:13,resnet18,17
2025-06-07 21:11:13,vit16,76
2025-06-07 21:11:15,resnet18,9
2025-06-07 21:11:16,resnet18,26
2025-06-07 21:11:16,vit16,94
2025-06-07 21:11:19,resnet18,18
2025-06-07 21:11:19,vit16,60
2025-06-07 21:11:20,resnet18,17
2025-06-07 21:11:20,vit16,40
2025-06-07 21:11:22,resnet18,9
2025-06-07 21:11:23,resnet18,26
2025-06-07 21:11:23,vit16,94
2025-06-07 21:11:26,resnet18,18
2025-06-07 21:11:26,vit16,60
2025-06-07 21:11:27,resnet18,17
2025-06-07 21:11:27,vit16,34
2025-06-07 21:11:29,resnet18,9
2025-06-07 21:11:30,resnet18,26
2025-06-07 21:11:30,vit16,94
2025-06-07 21:11:33,resnet18,35
2025-06-07 21:11:33,vit16,52
