timestamp,model_name,request_count
2025-06-07 22:57:51,vit16,100
2025-06-07 22:57:52,efficientnetb0,50
2025-06-07 22:57:52,resnet18,50
2025-06-07 22:57:52,vit16,100
2025-06-07 22:57:53,vit16,100
2025-06-07 22:57:53,efficientnetb0,50
2025-06-07 22:57:53,resnet18,50
2025-06-07 22:57:54,vit16,100
2025-06-07 22:57:54,efficientnetb0,50
2025-06-07 22:57:54,resnet18,50
2025-06-07 22:57:55,efficientnetb0,50
2025-06-07 22:57:55,resnet18,50
2025-06-07 22:57:55,vit16,100
2025-06-07 22:57:56,efficientnetb0,50
2025-06-07 22:57:56,resnet18,50
2025-06-07 22:57:56,vit16,100
2025-06-07 22:57:57,resnet18,50
2025-06-07 22:57:57,efficientnetb0,50
2025-06-07 22:57:57,vit16,100
2025-06-07 22:57:58,resnet18,50
2025-06-07 22:57:58,efficientnetb0,50
2025-06-07 22:57:58,vit16,100
2025-06-07 22:57:59,resnet18,50
2025-06-07 22:57:59,efficientnetb0,50
2025-06-07 22:57:59,vit16,100
2025-06-07 22:58:00,resnet18,50
2025-06-07 22:58:00,efficientnetb0,25
2025-06-07 22:58:00,vit16,100
2025-06-07 22:58:01,resnet18,50
2025-06-07 22:58:01,efficientnetb0,50
2025-06-07 22:58:01,vit16,100
