timestamp,model_name,request_count
2025-06-07 23:03:33,vit16,1
2025-06-07 23:03:34,efficientnetb0,6
2025-06-07 23:03:34,resnet18,6
2025-06-07 23:03:34,vit16,14
2025-06-07 23:03:36,efficientnetb0,14
2025-06-07 23:03:36,resnet18,14
2025-06-07 23:03:36,vit16,30
2025-06-07 23:03:38,efficientnetb0,16
2025-06-07 23:03:38,resnet18,16
2025-06-07 23:03:38,vit16,33
2025-06-07 23:03:39,efficientnetb0,13
2025-06-07 23:03:39,resnet18,13
2025-06-07 23:03:39,vit16,27
2025-06-07 23:03:40,vit16,31
2025-06-07 23:03:40,resnet18,15
2025-06-07 23:03:40,efficientnetb0,15
2025-06-07 23:03:41,efficientnetb0,26
2025-06-07 23:03:41,resnet18,26
2025-06-07 23:03:41,vit16,54
2025-06-07 23:03:42,efficientnetb0,10
2025-06-07 23:03:42,resnet18,10
2025-06-07 23:03:42,vit16,20
2025-06-07 23:03:43,efficientnetb0,32
2025-06-07 23:03:43,resnet18,21
2025-06-07 23:03:43,vit16,43
2025-06-07 23:03:44,efficientnetb0,12
2025-06-07 23:03:44,resnet18,23
2025-06-07 23:03:44,vit16,47
2025-06-07 23:03:45,resnet18,25
2025-06-07 23:03:45,vit16,51
2025-06-07 23:03:45,efficientnetb0,25
2025-06-07 23:03:46,efficientnetb0,41
2025-06-07 23:03:46,resnet18,27
2025-06-07 23:03:46,vit16,55
2025-06-07 23:03:47,efficientnetb0,15
2025-06-07 23:03:47,resnet18,15
2025-06-07 23:03:47,vit16,59
2025-06-07 23:03:48,efficientnetb0,15
2025-06-07 23:03:48,resnet18,15
2025-06-07 23:03:48,vit16,31
2025-06-07 23:03:49,efficientnetb0,16
2025-06-07 23:03:49,resnet18,16
2025-06-07 23:03:49,vit16,33
2025-06-07 23:03:50,vit16,105
2025-06-07 23:03:50,resnet18,52
2025-06-07 23:03:50,efficientnetb0,52
2025-06-07 23:03:51,efficientnetb0,56
2025-06-07 23:03:51,resnet18,37
2025-06-07 23:03:51,vit16,75
2025-06-07 23:03:52,efficientnetb0,40
2025-06-07 23:03:52,resnet18,59
2025-06-07 23:03:52,vit16,120
2025-06-07 23:03:53,efficientnetb0,42
2025-06-07 23:03:53,resnet18,21
2025-06-07 23:03:53,vit16,42
2025-06-07 23:03:54,efficientnetb0,22
2025-06-07 23:03:54,resnet18,43
2025-06-07 23:03:54,vit16,87
2025-06-07 23:03:55,resnet18,45
2025-06-07 23:03:55,vit16,91
2025-06-07 23:03:55,efficientnetb0,68
2025-06-07 23:03:56,vit16,95
2025-06-07 23:03:56,resnet18,47
2025-06-07 23:03:56,efficientnetb0,24
2025-06-07 23:03:57,efficientnetb0,24
2025-06-07 23:03:57,resnet18,24
2025-06-07 23:03:57,vit16,49
2025-06-07 23:03:58,efficientnetb0,50
2025-06-07 23:03:58,resnet18,50
2025-06-07 23:03:58,vit16,100
2025-06-07 23:03:59,efficientnetb0,100
2025-06-07 23:03:59,resnet18,100
2025-06-07 23:03:59,vit16,150
2025-06-07 23:04:00,efficientnetb0,50
2025-06-07 23:04:00,resnet18,25
2025-06-07 23:04:00,vit16,50
2025-06-07 23:04:01,resnet18,25
2025-06-07 23:04:01,vit16,50
2025-06-07 23:04:02,vit16,100
2025-06-07 23:04:02,efficientnetb0,25
2025-06-07 23:04:02,resnet18,25
2025-06-07 23:04:03,efficientnetb0,75
2025-06-07 23:04:03,resnet18,75
2025-06-07 23:04:03,vit16,100
2025-06-07 23:04:04,efficientnetb0,25
2025-06-07 23:04:04,resnet18,25
2025-06-07 23:04:04,vit16,50
2025-06-07 23:04:05,efficientnetb0,75
2025-06-07 23:04:05,resnet18,75
2025-06-07 23:04:05,vit16,100
2025-06-07 23:04:06,vit16,100
2025-06-07 23:04:06,efficientnetb0,25
2025-06-07 23:04:06,resnet18,25
2025-06-07 23:04:07,vit16,100
2025-06-07 23:04:07,efficientnetb0,75
2025-06-07 23:04:07,resnet18,75
2025-06-07 23:04:08,efficientnetb0,50
2025-06-07 23:04:08,resnet18,25
2025-06-07 23:04:08,vit16,50
2025-06-07 23:04:09,efficientnetb0,50
2025-06-07 23:04:09,resnet18,50
2025-06-07 23:04:09,vit16,100
2025-06-07 23:04:10,efficientnetb0,25
2025-06-07 23:04:10,resnet18,25
2025-06-07 23:04:10,vit16,100
2025-06-07 23:04:11,efficientnetb0,75
2025-06-07 23:04:11,resnet18,75
2025-06-07 23:04:11,vit16,150
2025-06-07 23:04:12,resnet18,25
2025-06-07 23:04:12,vit16,50
2025-06-07 23:04:12,efficientnetb0,50
2025-06-07 23:04:13,resnet18,25
2025-06-07 23:04:13,vit16,50
2025-06-07 23:04:14,efficientnetb0,75
2025-06-07 23:04:14,resnet18,75
2025-06-07 23:04:14,vit16,150
2025-06-07 23:04:15,efficientnetb0,75
2025-06-07 23:04:15,resnet18,75
2025-06-07 23:04:15,vit16,150
2025-06-07 23:04:16,efficientnetb0,50
2025-06-07 23:04:16,resnet18,25
2025-06-07 23:04:16,vit16,50
2025-06-07 23:04:17,vit16,50
2025-06-07 23:04:17,resnet18,25
2025-06-07 23:04:18,vit16,150
2025-06-07 23:04:18,efficientnetb0,75
2025-06-07 23:04:18,resnet18,75
2025-06-07 23:04:19,efficientnetb0,75
2025-06-07 23:04:19,resnet18,75
2025-06-07 23:04:19,vit16,100
2025-06-07 23:04:20,efficientnetb0,25
2025-06-07 23:04:20,resnet18,25
2025-06-07 23:04:20,vit16,50
2025-06-07 23:04:21,efficientnetb0,50
2025-06-07 23:04:21,resnet18,50
2025-06-07 23:04:21,vit16,100
2025-06-07 23:04:22,efficientnetb0,50
2025-06-07 23:04:22,resnet18,50
2025-06-07 23:04:22,vit16,100
2025-06-07 23:04:23,vit16,150
2025-06-07 23:04:23,resnet18,75
2025-06-07 23:04:23,efficientnetb0,75
2025-06-07 23:04:24,efficientnetb0,25
2025-06-07 23:04:24,resnet18,25
2025-06-07 23:04:24,vit16,50
2025-06-07 23:04:25,efficientnetb0,50
2025-06-07 23:04:25,resnet18,50
2025-06-07 23:04:25,vit16,100
2025-06-07 23:04:26,efficientnetb0,50
2025-06-07 23:04:26,resnet18,50
2025-06-07 23:04:26,vit16,100
2025-06-07 23:04:27,efficientnetb0,25
2025-06-07 23:04:27,resnet18,25
2025-06-07 23:04:27,vit16,50
2025-06-07 23:04:28,resnet18,50
2025-06-07 23:04:28,vit16,100
2025-06-07 23:04:28,efficientnetb0,50
2025-06-07 23:04:29,efficientnetb0,100
2025-06-07 23:04:29,resnet18,100
2025-06-07 23:04:29,vit16,150
2025-06-07 23:04:30,efficientnetb0,25
2025-06-07 23:04:30,resnet18,25
2025-06-07 23:04:30,vit16,50
2025-06-07 23:04:32,efficientnetb0,50
2025-06-07 23:04:32,resnet18,50
2025-06-07 23:04:32,vit16,100
2025-06-07 23:04:33,efficientnetb0,100
2025-06-07 23:04:33,resnet18,100
2025-06-07 23:04:33,vit16,150
2025-06-07 23:04:34,vit16,50
2025-06-07 23:04:34,efficientnetb0,50
2025-06-07 23:04:34,resnet18,50
2025-06-07 23:04:35,efficientnetb0,50
2025-06-07 23:04:35,resnet18,50
2025-06-07 23:04:35,vit16,50
2025-06-07 23:04:36,efficientnetb0,25
2025-06-07 23:04:36,resnet18,25
2025-06-07 23:04:36,vit16,100
2025-06-07 23:04:37,efficientnetb0,75
2025-06-07 23:04:37,resnet18,75
2025-06-07 23:04:37,vit16,100
2025-06-07 23:04:38,resnet18,25
2025-06-07 23:04:38,efficientnetb0,25
2025-06-07 23:04:38,vit16,50
2025-06-07 23:04:39,vit16,100
2025-06-07 23:04:39,efficientnetb0,75
2025-06-07 23:04:39,resnet18,75
2025-06-07 23:04:40,vit16,100
2025-06-07 23:04:40,efficientnetb0,25
2025-06-07 23:04:40,resnet18,25
2025-06-07 23:04:41,efficientnetb0,75
2025-06-07 23:04:41,resnet18,75
2025-06-07 23:04:41,vit16,100
2025-06-07 23:04:42,efficientnetb0,50
2025-06-07 23:04:42,resnet18,25
2025-06-07 23:04:42,vit16,50
2025-06-07 23:04:43,efficientnetb0,50
2025-06-07 23:04:43,resnet18,50
2025-06-07 23:04:43,vit16,100
2025-06-07 23:04:44,efficientnetb0,25
2025-06-07 23:04:44,resnet18,25
2025-06-07 23:04:44,vit16,100
2025-06-07 23:04:45,vit16,100
2025-06-07 23:04:45,efficientnetb0,75
2025-06-07 23:04:45,resnet18,75
2025-06-07 23:04:46,efficientnetb0,50
2025-06-07 23:04:46,resnet18,25
