timestamp,model_name,request_count
2025-06-07 18:31:13,efficientnetb0,1
2025-06-07 18:31:13,resnet18,1
2025-06-07 18:31:13,vit16,3
2025-06-07 18:31:14,efficientnetb0,3
2025-06-07 18:31:14,resnet18,3
2025-06-07 18:31:14,vit16,7
2025-06-07 18:31:15,efficientnetb0,5
2025-06-07 18:31:15,resnet18,5
2025-06-07 18:31:15,vit16,11
2025-06-07 18:31:16,efficientnetb0,7
2025-06-07 18:31:16,resnet18,7
2025-06-07 18:31:16,vit16,15
2025-06-07 18:31:17,efficientnetb0,9
2025-06-07 18:31:17,resnet18,9
2025-06-07 18:31:17,vit16,19
2025-06-07 18:31:18,vit16,36
2025-06-07 18:31:18,resnet18,17
2025-06-07 18:31:18,efficientnetb0,17
2025-06-07 18:31:19,efficientnetb0,7
2025-06-07 18:31:19,vit16,14
2025-06-07 18:31:20,efficientnetb0,15
2025-06-07 18:31:20,resnet18,15
2025-06-07 18:31:20,vit16,31
2025-06-07 18:31:21,efficientnetb0,17
2025-06-07 18:31:21,resnet18,17
2025-06-07 18:31:21,vit16,35
2025-06-07 18:31:22,efficientnetb0,19
2025-06-07 18:31:22,resnet18,19
2025-06-07 18:31:22,vit16,39
2025-06-07 18:31:23,efficientnetb0,21
2025-06-07 18:31:23,resnet18,21
2025-06-07 18:31:23,vit16,43
2025-06-07 18:31:24,vit16,47
2025-06-07 18:31:24,efficientnetb0,23
2025-06-07 18:31:24,resnet18,23
2025-06-07 18:31:25,efficientnetb0,38
2025-06-07 18:31:25,resnet18,25
2025-06-07 18:31:25,vit16,51
2025-06-07 18:31:26,efficientnetb0,14
2025-06-07 18:31:26,resnet18,27
2025-06-07 18:31:26,vit16,55
2025-06-07 18:31:27,efficientnetb0,29
2025-06-07 18:31:27,resnet18,29
2025-06-07 18:31:27,vit16,59
2025-06-07 18:31:28,efficientnetb0,31
2025-06-07 18:31:28,resnet18,31
2025-06-07 18:31:28,vit16,63
2025-06-07 18:31:29,vit16,67
2025-06-07 18:31:29,resnet18,33
2025-06-07 18:31:29,efficientnetb0,33
2025-06-07 18:31:30,efficientnetb0,35
2025-06-07 18:31:30,resnet18,35
2025-06-07 18:31:30,vit16,35
2025-06-07 18:31:31,efficientnetb0,56
2025-06-07 18:31:31,resnet18,56
2025-06-07 18:31:31,vit16,75
2025-06-07 18:31:32,efficientnetb0,20
2025-06-07 18:31:32,resnet18,20
2025-06-07 18:31:32,vit16,79
2025-06-07 18:31:33,efficientnetb0,41
2025-06-07 18:31:33,resnet18,41
2025-06-07 18:31:33,vit16,83
2025-06-07 18:31:34,resnet18,21
2025-06-07 18:31:34,vit16,87
2025-06-07 18:31:34,efficientnetb0,43
2025-06-07 18:31:35,vit16,91
2025-06-07 18:31:35,efficientnetb0,45
2025-06-07 18:31:35,resnet18,45
2025-06-07 18:31:36,efficientnetb0,47
2025-06-07 18:31:36,resnet18,47
2025-06-07 18:31:36,vit16,95
2025-06-07 18:31:37,efficientnetb0,49
2025-06-07 18:31:37,resnet18,49
2025-06-07 18:31:37,vit16,99
2025-06-07 18:31:38,efficientnetb0,50
2025-06-07 18:31:38,resnet18,50
2025-06-07 18:31:38,vit16,100
2025-06-07 18:31:39,efficientnetb0,50
2025-06-07 18:31:39,resnet18,50
2025-06-07 18:31:39,vit16,100
2025-06-07 18:31:40,resnet18,50
2025-06-07 18:31:40,vit16,100
2025-06-07 18:31:40,efficientnetb0,75
2025-06-07 18:31:41,efficientnetb0,25
2025-06-07 18:31:41,resnet18,50
2025-06-07 18:31:41,vit16,100
2025-06-07 18:31:42,efficientnetb0,50
2025-06-07 18:31:42,resnet18,50
2025-06-07 18:31:42,vit16,100
2025-06-07 18:31:43,resnet18,50
2025-06-07 18:31:43,efficientnetb0,50
2025-06-07 18:31:43,vit16,100
2025-06-07 18:31:44,efficientnetb0,50
2025-06-07 18:31:44,resnet18,50
2025-06-07 18:31:44,vit16,100
2025-06-07 18:31:45,resnet18,50
2025-06-07 18:31:45,vit16,100
2025-06-07 18:31:45,efficientnetb0,50
2025-06-07 18:31:46,vit16,100
2025-06-07 18:31:46,resnet18,25
2025-06-07 18:31:46,efficientnetb0,50
2025-06-07 18:31:47,efficientnetb0,50
2025-06-07 18:31:47,resnet18,50
2025-06-07 18:31:47,vit16,100
2025-06-07 18:31:48,efficientnetb0,50
2025-06-07 18:31:48,resnet18,50
2025-06-07 18:31:48,vit16,100
2025-06-07 18:31:49,efficientnetb0,50
2025-06-07 18:31:49,resnet18,50
2025-06-07 18:31:49,vit16,100
2025-06-07 18:31:50,vit16,100
2025-06-07 18:31:50,efficientnetb0,75
2025-06-07 18:31:50,resnet18,50
2025-06-07 18:31:51,vit16,100
2025-06-07 18:31:51,resnet18,50
2025-06-07 18:31:51,efficientnetb0,25
2025-06-07 18:31:52,efficientnetb0,50
2025-06-07 18:31:52,resnet18,50
2025-06-07 18:31:52,vit16,100
2025-06-07 18:31:53,efficientnetb0,50
2025-06-07 18:31:53,resnet18,50
2025-06-07 18:31:53,vit16,100
2025-06-07 18:31:54,vit16,100
2025-06-07 18:31:54,efficientnetb0,75
2025-06-07 18:31:54,resnet18,50
2025-06-07 18:31:55,resnet18,50
2025-06-07 18:31:55,vit16,100
2025-06-07 18:31:55,efficientnetb0,25
2025-06-07 18:31:56,resnet18,50
2025-06-07 18:31:56,vit16,100
2025-06-07 18:31:56,efficientnetb0,50
2025-06-07 18:31:57,vit16,100
2025-06-07 18:31:57,efficientnetb0,50
2025-06-07 18:31:57,resnet18,50
2025-06-07 18:31:58,efficientnetb0,50
2025-06-07 18:31:58,resnet18,50
2025-06-07 18:31:58,vit16,100
2025-06-07 18:31:59,efficientnetb0,50
2025-06-07 18:31:59,resnet18,50
2025-06-07 18:31:59,vit16,100
2025-06-07 18:32:00,efficientnetb0,50
2025-06-07 18:32:00,resnet18,25
2025-06-07 18:32:00,vit16,100
2025-06-07 18:32:01,efficientnetb0,50
2025-06-07 18:32:01,resnet18,50
2025-06-07 18:32:01,vit16,100
2025-06-07 18:32:02,resnet18,50
2025-06-07 18:32:02,vit16,100
2025-06-07 18:32:02,efficientnetb0,50
2025-06-07 18:32:03,efficientnetb0,50
2025-06-07 18:32:03,resnet18,50
2025-06-07 18:32:03,vit16,100
2025-06-07 18:32:04,efficientnetb0,75
2025-06-07 18:32:04,resnet18,50
2025-06-07 18:32:04,vit16,100
2025-06-07 18:32:05,resnet18,50
2025-06-07 18:32:05,efficientnetb0,25
2025-06-07 18:32:05,vit16,100
2025-06-07 18:32:06,efficientnetb0,50
2025-06-07 18:32:06,resnet18,50
2025-06-07 18:32:06,vit16,100
2025-06-07 18:32:07,resnet18,50
2025-06-07 18:32:07,vit16,100
2025-06-07 18:32:07,efficientnetb0,50
2025-06-07 18:32:08,vit16,100
2025-06-07 18:32:08,resnet18,50
2025-06-07 18:32:08,efficientnetb0,75
2025-06-07 18:32:09,efficientnetb0,25
2025-06-07 18:32:09,resnet18,50
2025-06-07 18:32:09,vit16,100
2025-06-07 18:32:10,efficientnetb0,50
2025-06-07 18:32:10,resnet18,50
2025-06-07 18:32:10,vit16,100
2025-06-07 18:32:11,efficientnetb0,50
2025-06-07 18:32:11,resnet18,50
2025-06-07 18:32:11,vit16,100
2025-06-07 18:32:12,efficientnetb0,50
2025-06-07 18:32:12,resnet18,50
2025-06-07 18:32:12,vit16,100
2025-06-07 18:32:13,resnet18,50
2025-06-07 18:32:13,vit16,100
2025-06-07 18:32:13,efficientnetb0,50
2025-06-07 18:32:14,efficientnetb0,50
2025-06-07 18:32:14,resnet18,50
2025-06-07 18:32:14,vit16,50
2025-06-07 18:32:15,efficientnetb0,50
2025-06-07 18:32:15,resnet18,50
2025-06-07 18:32:15,vit16,100
2025-06-07 18:32:16,resnet18,50
2025-06-07 18:32:16,efficientnetb0,50
2025-06-07 18:32:16,vit16,100
2025-06-07 18:32:17,efficientnetb0,50
2025-06-07 18:32:17,resnet18,50
2025-06-07 18:32:17,vit16,100
2025-06-07 18:32:18,resnet18,50
2025-06-07 18:32:18,vit16,100
2025-06-07 18:32:18,efficientnetb0,75
2025-06-07 18:32:19,vit16,100
2025-06-07 18:32:19,resnet18,50
2025-06-07 18:32:19,efficientnetb0,25
2025-06-07 18:32:20,efficientnetb0,50
2025-06-07 18:32:20,resnet18,50
2025-06-07 18:32:20,vit16,100
2025-06-07 18:32:21,efficientnetb0,25
2025-06-07 18:32:21,resnet18,50
2025-06-07 18:32:21,vit16,100
2025-06-07 18:32:22,efficientnetb0,75
2025-06-07 18:32:22,resnet18,50
2025-06-07 18:32:22,vit16,100
2025-06-07 18:32:23,efficientnetb0,25
2025-06-07 18:32:23,resnet18,50
2025-06-07 18:32:23,vit16,100
2025-06-07 18:32:24,vit16,100
2025-06-07 18:32:24,resnet18,50
